image_id,camera_intrinsics,rotation_matrix,translation_vector
82494139_2231488841,1.28977039e+03 0.00000000e+00 5.20000000e+02 0.00000000e+00 1.28977039e+03 3.87000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-2.18148105e-01 4.07792738e-01 8.86632103e-01 -1.43188281e-01 8.85306505e-01 -4.42413279e-01 -9.65354091e-01 -2.23466945e-01 -1.34736795e-01,-1.23475901e+00 1.11014007e-01 6.53975290e-01
65723931_2797767702,1.10433130e+03 0.00000000e+00 5.30500000e+02 0.00000000e+00 1.10433130e+03 3.91000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.09102536e-01 3.78103126e-01 6.97160044e-01 -1.28373061e-01 8.20446013e-01 -5.57125387e-01 -7.82633029e-01 -4.28843055e-01 -4.51197491e-01,3.88057580e-01 -1.56397702e-01 -4.30213587e-01
02136283_5474380279,1.18285583e+03 0.00000000e+00 5.12000000e+02 0.00000000e+00 1.18285583e+03 2.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.18903863e-01 3.10397426e-01 6.21957132e-01 -6.52683495e-02 8.60665366e-01 -5.04970466e-01 -6.92038495e-01 -4.03619334e-01 -5.98476528e-01,-3.25035560e-01 2.08201336e-01 1.51199788e+00
63879656_8828566618,8.90356384e+02 0.00000000e+00 5.13000000e+02 0.00000000e+00 8.90356384e+02 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98404773e-01 -4.36605471e-02 3.58003703e-02 4.90393640e-02 9.84806138e-01 -1.66589348e-01 -2.79830423e-02 1.68079227e-01 9.85376234e-01,1.65119833e+00 1.20193528e+00 4.15855702e+00
29008027_4162664667,8.05605896e+02 0.00000000e+00 5.33500000e+02 0.00000000e+00 8.05605896e+02 3.48500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.80836906e-01 2.30988224e-01 4.13244221e-01 -3.36033416e-02 8.40184706e-01 -5.41258233e-01 -4.72225752e-01 -4.90646614e-01 -7.32303721e-01,-2.42778824e-01 4.27174446e-01 2.66773253e+00
50683161_523845337,1.67607996e+03 0.00000000e+00 5.11500000e+02 0.00000000e+00 1.67607996e+03 3.83500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.58907303e-01 2.47390721e-01 4.48415070e-01 4.95901614e-02 9.11647650e-01 -4.07969825e-01 -5.09724494e-01 -3.28171287e-01 -7.95288970e-01,1.11604760e-01 -8.22213518e-02 4.41181568e+00
95763587_2232280810,1.05913782e+03 0.00000000e+00 5.21500000e+02 0.00000000e+00 1.05913782e+03 3.87500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-3.46630393e-01 4.01326635e-01 8.47811478e-01 6.92091697e-02 9.12327425e-01 -4.03570019e-01 -9.35445061e-01 -8.12133059e-02 -3.44015897e-01,-1.41780545e+00 -9.27675219e-02 3.45462470e+00
15550848_3634998137,1.09883667e+03 0.00000000e+00 3.92000000e+02 0.00000000e+00 1.09883667e+03 5.29500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98801487e-01 -2.63268918e-02 4.12611754e-02 2.93901893e-02 9.96713734e-01 -7.54847652e-02 -3.91383009e-02 7.66069695e-02 9.96292912e-01,1.85425504e+00 1.60350399e+00 4.33238682e+00
87021942_9387960095,9.67904236e+02 0.00000000e+00 3.46000000e+02 0.00000000e+00 9.67904236e+02 5.30000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,6.68849412e-01 2.52182575e-01 6.99317105e-01 -2.55237038e-01 9.61421158e-01 -1.02583678e-01 -6.98208077e-01 -1.09878594e-01 7.07412310e-01,-2.66483479e+00 1.20228214e+00 2.64543312e+00
35776972_3488825162,8.08279053e+02 0.00000000e+00 5.29500000e+02 0.00000000e+00 8.08279053e+02 3.90500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.87180155e-01 3.35140062e-01 6.44565415e-01 -8.25468506e-02 8.45470132e-01 -5.27604278e-01 -7.21782136e-01 -4.15766034e-01 -5.53325539e-01,-4.02853269e-01 -1.57156123e-01 -8.89015221e-01
37000623_5094537023,8.36212036e+02 0.00000000e+00 5.13500000e+02 0.00000000e+00 8.36212036e+02 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.42356005e-01 2.08922722e-01 2.61374170e-01 2.87758790e-02 8.28831917e-01 -5.58757194e-01 -3.33372329e-01 -5.19026925e-01 -7.87066669e-01,1.80876112e+00 3.36188094e-01 2.68301199e+00
64752693_9379071376,8.98600891e+02 0.00000000e+00 3.80000000e+02 0.00000000e+00 8.98600891e+02 5.13500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.87538493e-01 -9.79271439e-02 -1.23199020e-01 8.14035706e-02 9.87812169e-01 -1.32667167e-01 1.34689208e-01 1.20985094e-01 9.83474160e-01,1.82223142e+00 1.45645738e+00 4.72491706e+00
93176024_7794453938,1.01681531e+03 0.00000000e+00 4.87500000e+02 0.00000000e+00 1.01681531e+03 2.81500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.82606106e-01 3.37690239e-01 6.48085031e-01 5.04765301e-02 9.06501220e-01 -4.19174974e-01 -7.29041168e-01 -2.53418313e-01 -6.35828699e-01,-7.88024821e-01 -4.50659077e-03 4.43593800e+00
45605507_6470820469,1.38748022e+03 0.00000000e+00 5.14500000e+02 0.00000000e+00 1.38748022e+03 3.41500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-4.86328420e-01 3.82814965e-01 7.85453608e-01 -1.35301621e-01 8.55083326e-01 -5.00525701e-01 -8.63237012e-01 -3.49693020e-01 -3.64055837e-01,-2.61543303e+00 1.26474472e-01 9.03583474e-01
17973593_303833365,8.39035095e+02 0.00000000e+00 3.48000000e+02 0.00000000e+00 8.39035095e+02 5.37000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.65881482e-01 4.60228862e-02 2.54862427e-01 -2.33354826e-02 9.95546500e-01 -9.13379543e-02 -2.57931034e-01 8.22743009e-02 9.62653895e-01,6.39463782e-01 1.06127198e+00 2.72138268e+00
74379252_3524899450,1.13522424e+03 0.00000000e+00 5.33000000e+02 0.00000000e+00 1.13522424e+03 3.92000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.80341020e-01 2.85152034e-01 5.56557463e-01 -3.77729091e-02 8.66869915e-01 -4.97101356e-01 -6.24212383e-01 -4.08931374e-01 -6.65683132e-01,-1.06871536e+00 2.03882526e-01 1.11227903e+00
74323184_6819378543,1.08008276e+03 0.00000000e+00 5.30500000e+02 0.00000000e+00 1.08008276e+03 3.91000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-3.89006456e-01 3.97205410e-01 8.31205053e-01 -1.37875841e-01 8.67007501e-01 -4.78840523e-01 -9.10859061e-01 -3.00875151e-01 -2.82506485e-01,-2.28829776e+00 2.58228169e-01 1.43196694e+00
36406299_8032284977,1.27701917e+03 0.00000000e+00 3.86000000e+02 0.00000000e+00 1.27701917e+03 5.17500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.98049989e-01 -4.47829707e-02 -4.34822359e-02 4.60665961e-02 9.98517880e-01 2.89812328e-02 4.21199243e-02 -3.09277977e-02 9.98633758e-01,1.99821200e+00 1.72005159e+00 3.60211577e+00
14031656_52418158,8.36601746e+02 0.00000000e+00 3.03500000e+02 0.00000000e+00 8.36601746e+02 4.09500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.96215516e-01 -8.53388515e-02 1.64901776e-02 8.63778888e-02 9.93157166e-01 -7.85983706e-02 -9.66984340e-03 7.97253030e-02 9.96769969e-01,1.96486424e+00 1.24837743e+00 3.24718352e+00
57903036_6034663613,2.05178125e+03 0.00000000e+00 5.07000000e+02 0.00000000e+00 2.05178125e+03 3.79000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.22772907e-01 2.38699865e-01 5.15816942e-01 -7.11313897e-02 8.57157173e-01 -5.10119502e-01 -5.63901648e-01 -4.56403281e-01 -6.88266646e-01,-1.64132399e+00 6.17330423e-01 5.48118134e+00
85875165_3423168615,1.47830774e+03 0.00000000e+00 5.04500000e+02 0.00000000e+00 1.47830774e+03 3.35000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.70384489e-01 2.21857331e-01 4.39556784e-01 1.57988606e-02 9.04856325e-01 -4.25423820e-01 -4.92119129e-01 -3.63337798e-01 -7.91078003e-01,-2.78005774e+00 -6.24318527e-02 2.67101543e+00
64512286_144258707,8.52996338e+02 0.00000000e+00 3.44500000e+02 0.00000000e+00 8.52996338e+02 5.25000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.80552217e-01 1.63106274e-01 1.09149862e-01 1.29197572e-01 9.55108801e-01 -2.66599261e-01 -1.47734006e-01 -2.47312599e-01 -9.57606987e-01,-2.19872649e+00 1.31867850e-01 3.43897555e+00
19450330_5824490434,1.14900146e+03 0.00000000e+00 5.13000000e+02 0.00000000e+00 1.14900146e+03 3.84000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.46222276e-01 3.67409232e-01 7.52762699e-01 -5.58985020e-02 8.80678960e-01 -4.70404004e-01 -8.35773045e-01 -2.99023453e-01 -4.60508840e-01,6.42127358e-01 1.45219308e-01 1.23365413e+00
18347645_3184991528,1.85993091e+03 0.00000000e+00 3.96000000e+02 0.00000000e+00 1.85993091e+03 5.44500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.95940245e-01 -8.85216691e-02 -1.63383930e-02 8.68557395e-02 9.92681942e-01 -8.38966219e-02 2.36454967e-02 8.21369389e-02 9.96340511e-01,1.98097869e+00 1.92847651e+00 9.66358996e+00
12259150_2265169853,9.95415527e+02 0.00000000e+00 5.16500000e+02 0.00000000e+00 9.95415527e+02 3.85500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.53743923e-01 2.93885860e-01 5.87793500e-01 2.78641143e-02 9.07921512e-01 -4.18213008e-01 -6.56577253e-01 -2.98847168e-01 -6.92529192e-01,-3.08601794e-01 9.55413840e-03 1.16643066e+00
23150569_6091331437,1.85436755e+03 0.00000000e+00 5.12000000e+02 0.00000000e+00 1.85436755e+03 3.83500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.85776718e-01 3.18514226e-01 5.30192076e-01 -7.43402919e-03 8.52282681e-01 -5.23028649e-01 -6.18465589e-01 -4.14925199e-01 -6.67336043e-01,-1.11240292e+00 5.43924010e-01 4.82759555e+00
33493119_4206840303,1.05973547e+03 0.00000000e+00 3.91000000e+02 0.00000000e+00 1.05973547e+03 5.30000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,3.11943201e-01 3.71888291e-01 8.74294309e-01 -3.73418012e-01 8.94148012e-01 -2.47099820e-01 -8.73642048e-01 -2.49396134e-01 4.17793179e-01,-3.93857093e+00 1.90583616e+00 4.06831488e+00
84280780_9149810125,8.55185059e+02 0.00000000e+00 3.49000000e+02 0.00000000e+00 8.55185059e+02 5.35000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,6.45035797e-01 2.74213637e-01 7.13257108e-01 -2.70999755e-01 9.54816485e-01 -1.22002511e-01 -7.14484397e-01 -1.14596515e-01 6.90202641e-01,-2.61238514e+00 1.13617741e+00 2.32284928e+00
56929508_8486048059,1.05693884e+03 0.00000000e+00 5.10500000e+02 0.00000000e+00 1.05693884e+03 3.82500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93016726e-01 -2.91698642e-02 1.14310547e-01 5.18517276e-02 9.78258303e-01 -2.00803614e-01 -1.05967827e-01 2.05328547e-01 9.72939365e-01,2.59665902e+00 1.16511601e+00 4.50166818e+00
90505934_1674425132,7.27524231e+02 0.00000000e+00 3.90500000e+02 0.00000000e+00 7.27524231e+02 2.97500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.59805941e-01 3.46384197e-01 6.66838892e-01 2.51465629e-03 8.88432211e-01 -4.59000962e-01 -7.51431831e-01 -3.01174691e-01 -5.87063889e-01,-5.39680478e-02 1.78879778e+00 -1.56753611e+00
83683619_338844451,1.07753528e+03 0.00000000e+00 5.30000000e+02 0.00000000e+00 1.07753528e+03 3.91000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-5.23565906e-01 3.67985520e-01 7.68417464e-01 -1.06967954e-01 8.66385659e-01 -4.87784529e-01 -8.45243515e-01 -3.37583392e-01 -4.14247334e-01,2.77853791e-01 8.23775213e-01 4.76951600e+00
09039293_8703814883,1.01895789e+03 0.00000000e+00 5.25000000e+02 0.00000000e+00 1.01895789e+03 3.46000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-8.57145787e-01 2.69752226e-01 4.38787918e-01 -1.93014662e-02 8.34473083e-01 -5.50710566e-01 -5.14712107e-01 -4.80508491e-01 -7.10058474e-01,-1.94235772e+00 2.25754228e-01 1.29361212e+00
31608163_6102133633,8.68966370e+02 0.00000000e+00 5.06500000e+02 0.00000000e+00 8.68966370e+02 3.78500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,8.65901595e-01 -2.94943362e-01 -4.04008467e-01 2.21529055e-01 9.50259749e-01 -2.18932151e-01 4.48485569e-01 1.00074085e-01 8.88169957e-01,-1.40907119e+00 -2.43184029e-01 -5.06833646e-01
89821764_2714509360,8.66546509e+02 0.00000000e+00 3.84000000e+02 0.00000000e+00 8.66546509e+02 5.13000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.80827236e-01 -1.27103682e-01 -1.47724700e-01 9.36810394e-02 9.72219711e-01 -2.14505703e-01 1.70885330e-01 1.96554032e-01 9.65486777e-01,1.32764898e+00 1.32842423e+00 6.08864907e+00
80486775_7794448262,9.75594910e+02 0.00000000e+00 5.03500000e+02 0.00000000e+00 9.75594910e+02 3.78000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-4.43895481e-02 4.15097054e-01 9.08693570e-01 7.65979848e-03 9.09704835e-01 -4.15184827e-01 -9.98984933e-01 -1.14694572e-02 -4.35609463e-02,-7.13891086e-01 3.88889593e-02 1.52137359e+00
18020426_8321383231,1.02712976e+03 0.00000000e+00 3.85000000e+02 0.00000000e+00 1.02712976e+03 5.14000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97128030e-01 -7.01473212e-02 2.85489823e-02 7.14235226e-02 9.96363863e-01 -4.64514118e-02 -2.51867322e-02 4.83570736e-02 9.98512505e-01,1.94560565e+00 1.55208030e+00 3.74683611e+00
05887546_5632347551,8.20363953e+02 0.00000000e+00 5.14000000e+02 0.00000000e+00 8.20363953e+02 3.42500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-7.63155370e-01 3.03493706e-01 5.70513323e-01 -3.87629014e-02 8.59764600e-01 -5.09217312e-01 -6.45051407e-01 -4.10726678e-01 -6.44369675e-01,-1.00788526e+00 -1.53145917e-01 -9.57725650e-01
75556369_8486047615,1.07090320e+03 0.00000000e+00 3.78000000e+02 0.00000000e+00 1.07090320e+03 5.04500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.93343002e-01 -7.99715046e-02 -8.29110338e-02 7.37464086e-02 9.94406814e-01 -7.56079123e-02 8.84937754e-02 6.89901996e-02 9.93684660e-01,2.03655624e+00 1.85570596e+00 4.89955010e+00
72646474_2231631573,1.05343494e+03 0.00000000e+00 5.24000000e+02 0.00000000e+00 1.05343494e+03 3.88500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.99471768e-01 -2.77722191e-02 1.68786450e-02 3.04557051e-02 9.81654675e-01 -1.88219416e-01 -1.13417299e-02 1.88634044e-01 9.81981956e-01,1.59317821e+00 8.23626741e-01 3.40671630e+00
04102017_4543731951,5.65559631e+02 0.00000000e+00 5.14000000e+02 0.00000000e+00 5.65559631e+02 3.41000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,7.79543202e-01 -3.00145654e-01 -5.49749927e-01 1.22212787e-01 9.33724368e-01 -3.36486017e-01 6.14309719e-01 1.95118917e-01 7.64560120e-01,-4.35128239e-01 3.88405833e-01 3.90623319e+00
98413296_389554202,8.31143921e+02 0.00000000e+00 5.29500000e+02 0.00000000e+00 8.31143921e+02 3.90500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,2.40133401e-02 4.89216474e-01 8.71831750e-01 -9.03231259e-02 8.69578239e-01 -4.85464128e-01 -9.95622967e-01 -6.70889537e-02 6.50690392e-02,2.01594950e+00 -2.14437567e-01 -3.85300430e-02
19661883_307080987,9.76929688e+02 0.00000000e+00 5.26000000e+02 0.00000000e+00 9.76929688e+02 3.89000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-9.19834973e-01 1.88680186e-01 3.43952628e-01 -7.08535085e-02 7.82428523e-01 -6.18696522e-01 -3.85854121e-01 -5.93468949e-01 -7.06336466e-01,-2.65193368e+00 -5.30413664e-02 1.89675720e-01
20043733_5023033908,8.49823059e+02 0.00000000e+00 5.23000000e+02 0.00000000e+00 8.49823059e+02 3.44000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.58392184e-01 -1.53758301e-01 -2.40505315e-01 1.31453769e-01 9.85608534e-01 -1.06281346e-01 2.53385730e-01 7.02438814e-02 9.64811624e-01,6.40453827e-01 1.57322479e+00 4.52770522e+00
64133734_1372277262,1.34219556e+03 0.00000000e+00 5.23500000e+02 0.00000000e+00 1.34219556e+03 3.44000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.45961824e-01 -2.06524899e-01 -2.50007387e-01 1.33771934e-01 9.50838123e-01 -2.79306165e-01 2.95400232e-01 2.30768998e-01 9.27083800e-01,7.57960710e-01 8.84585366e-01 5.10874070e+00
12563392_2334070773,1.13029810e+03 0.00000000e+00 5.21000000e+02 0.00000000e+00 1.13029810e+03 3.87000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-6.63112128e-01 3.25245738e-01 6.74164309e-01 8.85118937e-02 9.28415528e-01 -3.60846578e-01 -7.43268424e-01 -1.79610182e-01 -6.44431713e-01,-1.28617785e+00 -3.17814722e-01 3.82607499e+00
80394863_159173947,1.13929041e+03 0.00000000e+00 5.24000000e+02 0.00000000e+00 1.13929041e+03 3.88500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.80650746e-01 -9.66852710e-02 -1.70223595e-01 5.20492768e-02 9.67002360e-01 -2.49393882e-01 1.88719333e-01 2.35708282e-01 9.53323984e-01,2.33873204e+00 6.05106340e-01 4.00311744e+00
54924303_8694631531,8.07852722e+02 0.00000000e+00 5.10000000e+02 0.00000000e+00 8.07852722e+02 3.40000000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.97561369e-01 -5.40388989e-02 -4.41714074e-02 3.24204618e-02 9.19226014e-01 -3.92393233e-01 6.18080050e-02 3.90004273e-01 9.18736327e-01,2.23897815e+00 -4.83861523e-02 7.60479677e-01
40055889_8473563050,1.11551270e+03 0.00000000e+00 5.06500000e+02 0.00000000e+00 1.11551270e+03 2.85500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,9.00497397e-01 -2.23497176e-01 -3.73032774e-01 1.09301738e-01 9.46607863e-01 -3.03293066e-01 4.20900901e-01 2.32341486e-01 8.76846546e-01,1.59714812e+00 3.18057986e-01 2.52812439e+00
63831138_11531850475,7.95259827e+02 0.00000000e+00 5.28500000e+02 0.00000000e+00 7.95259827e+02 3.44500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-3.11325816e-01 4.15865503e-01 8.54477688e-01 -1.44517538e-01 8.67986180e-01 -4.75094383e-01 -9.39250189e-01 -2.71396158e-01 -2.10126647e-01,-5.89786509e-01 7.57814499e-01 3.80336014e+00
61195081_2862626518,5.56562134e+02 0.00000000e+00 2.53000000e+02 0.00000000e+00 5.56562134e+02 1.88500000e+02 0.00000000e+00 0.00000000e+00 1.00000000e+00,-1.37980525e-01 3.76462864e-01 9.16098841e-01 1.50572956e-02 9.25636434e-01 -3.78114362e-01 -9.90320480e-01 -3.83784470e-02 -1.33388313e-01,-2.03238427e+00 8.71876181e-03 4.28739532e+00
